;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;ValorBruto;Valor_m2;ValorTotal_m2;Tipo_Agregado
0;Quitinete;Copacabana;1;0;0;40;1700.0;500.0;60.0;2260.0;42.5;56.5;Apartamento
1;Casa;Jardim Botânico;2;0;1;100;7000.0;0.0;0.0;7000.0;70.0;70.0;Casa
2;Apartamento;Centro;1;0;0;15;800.0;390.0;20.0;1210.0;53.33;80.67;Apartamento
3;Apartamento;Higienópolis;1;0;0;48;800.0;230.0;0.0;1030.0;16.67;21.46;Apartamento
5;Apartamento;Cachambi;2;0;0;50;1300.0;301.0;17.0;1618.0;26.0;32.36;Apartamento
6;Casa de Condomínio;Barra da Tijuca;5;4;5;750;22000.0;0.0;0.0;22000.0;29.33;29.33;Casa
7;Casa de Condomínio;Ramos;2;2;0;65;1000.0;0.0;0.0;1000.0;15.38;15.38;Casa
9;Apartamento;Grajaú;2;1;0;70;1500.0;642.0;74.0;2216.0;21.43;31.66;Apartamento
10;Apartamento;Lins de Vasconcelos;3;1;1;90;1500.0;455.0;14.0;1969.0;16.67;21.88;Apartamento
11;Apartamento;Copacabana;1;0;1;40;2000.0;561.0;50.0;2611.0;50.0;65.28;Apartamento
12;Quitinete;Copacabana;1;0;0;27;1800.0;501.0;0.0;2301.0;66.67;85.22;Apartamento
13;Apartamento;Copacabana;4;3;1;243;13000.0;2000.0;803.0;15803.0;53.5;65.03;Apartamento
14;Casa de Condomínio;Taquara;3;1;1;115;2000.0;0.0;0.0;2000.0;17.39;17.39;Casa
15;Apartamento;Freguesia (Jacarepaguá);3;0;0;54;950.0;300.0;28.0;1278.0;17.59;23.67;Apartamento
16;Apartamento;Barra da Tijuca;2;1;1;67;1700.0;589.0;147.0;2436.0;25.37;36.36;Apartamento
17;Apartamento;Tijuca;2;1;0;110;1900.0;700.0;138.0;2738.0;17.27;24.89;Apartamento
18;Casa de Condomínio;Barra da Tijuca;4;3;2;466;7500.0;2695.0;0.0;10195.0;16.09;21.88;Casa
19;Apartamento;Olaria;3;1;0;68;1000.0;670.0;0.0;1670.0;14.71;24.56;Apartamento
20;Apartamento;Tijuca;2;1;0;78;2000.0;700.0;0.0;2700.0;25.64;34.62;Apartamento
21;Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;9563.0;56.0;76.5;Apartamento
22;Apartamento;Tijuca;1;0;0;48;750.0;772.0;25.0;1547.0;15.62;32.23;Apartamento
23;Apartamento;Barra da Tijuca;3;3;1;175;4200.0;1500.0;500.0;6200.0;24.0;35.43;Apartamento
24;Casa;Campo Grande;4;1;2;400;12000.0;0.0;0.0;12000.0;30.0;30.0;Casa
25;Apartamento;Botafogo;2;1;0;76;2500.0;740.0;0.0;3240.0;32.89;42.63;Apartamento
26;Apartamento;Copacabana;3;1;2;378;10000.0;2150.0;700.0;12850.0;26.46;33.99;Apartamento
27;Apartamento;Copacabana;3;0;0;180;5500.0;1780.0;420.0;7700.0;30.56;42.78;Apartamento
28;Apartamento;Recreio dos Bandeirantes;3;1;1;105;2300.0;648.0;0.0;2948.0;21.9;28.08;Apartamento
29;Apartamento;Leblon;3;1;0;110;3900.0;1500.0;120.0;5520.0;35.45;50.18;Apartamento
30;Quitinete;Copacabana;1;0;0;27;1300.0;380.0;53.0;1733.0;48.15;64.19;Apartamento
31;Apartamento;Jardim Oceânico;3;3;1;200;3500.0;1780.0;496.0;5776.0;17.5;28.88;Apartamento
32;Apartamento;Barra da Tijuca;3;1;2;70;1800.0;1095.0;140.0;3035.0;25.71;43.36;Apartamento
33;Apartamento;Copacabana;4;1;0;244;5000.0;2500.0;4100.0;11600.0;20.49;47.54;Apartamento
34;Apartamento;Barra da Tijuca;3;2;1;110;4500.0;2000.0;450.0;6950.0;40.91;63.18;Apartamento
35;Apartamento;Recreio dos Bandeirantes;2;2;2;90;3000.0;1340.0;0.0;4340.0;33.33;48.22;Apartamento
36;Apartamento;Recreio dos Bandeirantes;3;2;2;100;2600.0;380.0;0.0;2980.0;26.0;29.8;Apartamento
37;Apartamento;Barra da Tijuca;3;1;1;72;2350.0;600.0;70.0;3020.0;32.64;41.94;Apartamento
38;Apartamento;Humaitá;2;2;1;180;4000.0;2500.0;300.0;6800.0;22.22;37.78;Apartamento
39;Apartamento;Recreio dos Bandeirantes;3;1;2;92;2300.0;840.0;200.0;3340.0;25.0;36.3;Apartamento
40;Apartamento;Centro;1;0;0;27;750.0;371.0;19.0;1140.0;27.78;42.22;Apartamento
41;Apartamento;Ipanema;1;0;0;35;2000.0;650.0;75.0;2725.0;57.14;77.86;Apartamento
42;Apartamento;Ipanema;1;0;0;38;1400.0;530.0;77.0;2007.0;36.84;52.82;Apartamento
43;Apartamento;Recreio dos Bandeirantes;2;1;2;83;1600.0;1160.0;157.0;2917.0;19.28;35.14;Apartamento
44;Casa de Condomínio;Barra da Tijuca;5;10;5;1600;25000.0;1600.0;0.0;26600.0;15.62;16.62;Casa
45;Apartamento;Barra da Tijuca;4;3;3;153;6500.0;2300.0;434.0;9234.0;42.48;60.35;Apartamento
46;Apartamento;Península;4;3;4;267;18000.0;3100.0;400.0;21500.0;67.42;80.52;Apartamento
47;Apartamento;Ipanema;3;1;0;87;3200.0;1305.0;217.0;4722.0;36.78;54.28;Apartamento
48;Apartamento;Méier;3;1;0;90;1550.0;844.0;80.0;2474.0;17.22;27.49;Apartamento
49;Apartamento;Vargem Pequena;3;1;0;53;1400.0;385.0;28.0;1813.0;26.42;34.21;Apartamento
50;Apartamento;Botafogo;3;1;1;108;5950.0;1405.0;289.0;7644.0;55.09;70.78;Apartamento
51;Apartamento;Maracanã;2;0;0;86;1800.0;600.0;82.0;2482.0;20.93;28.86;Apartamento
52;Apartamento;Recreio dos Bandeirantes;2;1;1;74;1850.0;675.0;200.0;2725.0;25.0;36.82;Apartamento
53;Apartamento;Jacarepaguá;3;1;1;74;1900.0;556.0;98.0;2554.0;25.68;34.51;Apartamento
54;Apartamento;Ipanema;3;2;1;150;8000.0;2400.0;0.0;10400.0;53.33;69.33;Apartamento
55;Apartamento;Ipanema;3;1;1;140;7900.0;2900.0;500.0;11300.0;56.43;80.71;Apartamento
56;Casa;Méier;2;0;0;51;1500.0;50.0;0.0;1550.0;29.41;30.39;Casa
57;Apartamento;Jardim Botânico;2;2;0;95;4000.0;1170.0;0.0;5170.0;42.11;54.42;Apartamento
59;Apartamento;Cachambi;2;0;0;60;1000.0;380.0;280.0;1660.0;16.67;27.67;Apartamento
60;Casa;São Conrado;4;2;4;730;28000.0;2000.0;12000.0;42000.0;38.36;57.53;Casa
61;Casa de Condomínio;Freguesia (Jacarepaguá);5;3;1;140;2500.0;1200.0;0.0;3700.0;17.86;26.43;Casa
62;Apartamento;Leblon;2;1;1;80;3500.0;990.0;245.0;4735.0;43.75;59.19;Apartamento
63;Apartamento;Barra da Tijuca;4;4;4;240;12700.0;4400.0;1440.0;18540.0;52.92;77.25;Apartamento
64;Apartamento;Barra da Tijuca;3;2;1;104;2600.0;1364.0;406.0;4370.0;25.0;42.02;Apartamento
65;Apartamento;Vila Valqueire;2;1;0;45;800.0;280.0;14.0;1094.0;17.78;24.31;Apartamento
66;Apartamento;Gávea;2;1;0;70;2800.0;680.0;98.0;3578.0;40.0;51.11;Apartamento
67;Apartamento;Barra da Tijuca;2;1;1;88;2700.0;1300.0;2042.0;6042.0;30.68;68.66;Apartamento
68;Apartamento;Centro;1;1;0;37;1100.0;540.0;900.0;2540.0;29.73;68.65;Apartamento
69;Apartamento;Cosme Velho;3;4;0;130;5500.0;1407.0;246.0;7153.0;42.31;55.02;Apartamento
70;Apartamento;Bonsucesso;2;1;0;77;1500.0;740.0;0.0;2240.0;19.48;29.09;Apartamento
71;Apartamento;Barra da Tijuca;3;2;2;85;2500.0;1400.0;190.0;4090.0;29.41;48.12;Apartamento
72;Apartamento;Todos os Santos;3;1;1;78;1450.0;630.0;73.0;2153.0;18.59;27.6;Apartamento
73;Apartamento;Laranjeiras;2;1;0;54;2300.0;582.0;0.0;2882.0;42.59;53.37;Apartamento
74;Quitinete;Centro;0;0;0;30;800.0;505.0;0.0;1305.0;26.67;43.5;Apartamento
75;Apartamento;Jacarepaguá;2;1;1;69;2000.0;780.0;0.0;2780.0;28.99;40.29;Apartamento
76;Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0;9170.0;58.33;76.42;Apartamento
77;Apartamento;Barra da Tijuca;2;1;1;78;2750.0;1300.0;138.0;4188.0;35.26;53.69;Apartamento
78;Apartamento;Itanhangá;2;1;0;60;1000.0;450.0;150.0;1600.0;16.67;26.67;Apartamento
79;Apartamento;Recreio dos Bandeirantes;2;1;1;90;2400.0;1700.0;135.0;4235.0;26.67;47.06;Apartamento
80;Apartamento;Humaitá;2;1;0;86;4000.0;1259.0;188.0;5447.0;46.51;63.34;Apartamento
81;Quitinete;Flamengo;0;0;0;28;1000.0;581.0;53.0;1634.0;35.71;58.36;Apartamento
82;Apartamento;Barra da Tijuca;1;1;1;70;1700.0;870.0;143.0;2713.0;24.29;38.76;Apartamento
84;Apartamento;Tijuca;2;1;0;80;1800.0;1100.0;84.0;2984.0;22.5;37.3;Apartamento
85;Casa de Vila;Piedade;2;1;0;70;1300.0;0.0;0.0;1300.0;18.57;18.57;Casa
86;Apartamento;Tijuca;3;1;0;172;2700.0;780.0;170.0;3650.0;15.7;21.22;Apartamento
87;Apartamento;Freguesia (Jacarepaguá);4;3;2;261;2800.0;2535.0;3900.0;9235.0;10.73;35.38;Apartamento
88;Apartamento;Ipanema;3;1;1;145;8000.0;14768.0;4394.0;27162.0;55.17;187.32;Apartamento
89;Apartamento;Olaria;2;1;0;53;1100.0;160.0;0.0;1260.0;20.75;23.77;Apartamento
90;Quitinete;Copacabana;1;0;0;29;1200.0;460.0;0.0;1660.0;41.38;57.24;Apartamento
91;Apartamento;Botafogo;2;1;1;83;2800.0;560.0;138.0;3498.0;33.73;42.14;Apartamento
92;Apartamento;Botafogo;2;1;1;80;4300.0;1178.0;187.0;5665.0;53.75;70.81;Apartamento
93;Apartamento;Lagoa;3;1;2;250;13900.0;2500.0;0.0;16400.0;55.6;65.6;Apartamento
94;Apartamento;Leblon;3;2;1;147;7500.0;1028.0;247.0;8775.0;51.02;59.69;Apartamento
95;Apartamento;Copacabana;2;1;0;67;3500.0;950.0;160.0;4610.0;52.24;68.81;Apartamento
96;Apartamento;Ipanema;3;1;1;150;25000.0;1616.0;4255.0;30871.0;166.67;205.81;Apartamento
97;Apartamento;Barra da Tijuca;4;3;2;220;7500.0;3911.0;716.0;12127.0;34.09;55.12;Apartamento
98;Apartamento;Catete;2;0;0;77;2400.0;1130.0;140.0;3670.0;31.17;47.66;Apartamento
99;Apartamento;Jardim Carioca;2;1;0;55;1350.0;430.0;47.0;1827.0;24.55;33.22;Apartamento
100;Casa;Maracanã;8;3;5;259;7000.0;0.0;0.0;7000.0;27.03;27.03;Casa
101;Apartamento;Leblon;3;1;0;85;3900.0;800.0;1211.0;5911.0;45.88;69.54;Apartamento
102;Apartamento;Catete;2;0;0;75;3350.0;455.0;0.0;3805.0;44.67;50.73;Apartamento
103;Apartamento;Recreio dos Bandeirantes;3;2;1;90;1200.0;880.0;144.0;2224.0;13.33;24.71;Apartamento
104;Casa;Benfica;1;0;0;33;1200.0;0.0;0.0;1200.0;36.36;36.36;Casa
105;Quitinete;Glória;1;0;0;16;1400.0;300.0;210.0;1910.0;87.5;119.38;Apartamento
106;Apartamento;Praça Seca;2;0;0;80;900.0;350.0;0.0;1250.0;11.25;15.62;Apartamento
107;Apartamento;Vila Isabel;1;0;0;37;1000.0;285.0;24.0;1309.0;27.03;35.38;Apartamento
108;Apartamento;Copacabana;3;0;0;150;5500.0;1780.0;420.0;7700.0;36.67;51.33;Apartamento
109;Apartamento;Lagoa;3;1;1;127;5000.0;1540.0;370.0;6910.0;39.37;54.41;Apartamento
110;Apartamento;Freguesia (Jacarepaguá);2;1;1;74;1700.0;652.0;104.0;2456.0;22.97;33.19;Apartamento
111;Apartamento;Barra da Tijuca;3;2;1;128;3000.0;1384.0;324.0;4708.0;23.44;36.78;Apartamento
112;Apartamento;Gávea;3;1;1;160;8000.0;2000.0;0.0;10000.0;50.0;62.5;Apartamento
113;Apartamento;Copacabana;3;1;1;200;6200.0;1800.0;420.0;8420.0;31.0;42.1;Apartamento
114;Apartamento;Barra da Tijuca;2;1;0;58;1500.0;666.0;106.0;2272.0;25.86;39.17;Apartamento
115;Apartamento;Botafogo;3;1;1;100;5500.0;1300.0;220.0;7020.0;55.0;70.2;Apartamento
116;Apartamento;Barra da Tijuca;4;2;3;320;5500.0;2700.0;800.0;9000.0;17.19;28.12;Apartamento
118;Apartamento;Recreio dos Bandeirantes;2;1;1;75;1000.0;1040.0;112.0;2152.0;13.33;28.69;Apartamento
119;Apartamento;Ipanema;2;0;2;52;10000.0;3689.0;393.0;14082.0;192.31;270.81;Apartamento
120;Apartamento;Leblon;4;4;4;380;40000.0;4700.0;1500.0;46200.0;105.26;121.58;Apartamento
121;Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;740.0;258.0;3198.0;21.15;30.75;Apartamento
122;Apartamento;Barra da Tijuca;2;1;1;72;2600.0;1700.0;237.0;4537.0;36.11;63.01;Apartamento
123;Apartamento;Taquara;2;1;0;75;1200.0;330.0;75.0;1605.0;16.0;21.4;Apartamento
124;Apartamento;Botafogo;4;1;1;190;5500.0;1720.0;350.0;7570.0;28.95;39.84;Apartamento
125;Quitinete;Catete;0;0;0;20;700.0;500.0;28.0;1228.0;35.0;61.4;Apartamento
126;Apartamento;Ipanema;4;6;1;700;65000.0;8860.0;5699.0;79559.0;92.86;113.66;Apartamento
127;Apartamento;Méier;2;0;0;56;899.0;402.0;135.0;1436.0;16.05;25.64;Apartamento
128;Apartamento;Freguesia (Jacarepaguá);2;1;1;71;1200.0;600.0;54.0;1854.0;16.9;26.11;Apartamento
129;Apartamento;Lagoa;3;1;2;105;3600.0;1100.0;281.0;4981.0;34.29;47.44;Apartamento
130;Apartamento;Copacabana;3;1;1;500;15000.0;2580.0;366.0;17946.0;30.0;35.89;Apartamento
131;Apartamento;Tijuca;3;0;0;87;1600.0;650.0;100.0;2350.0;18.39;27.01;Apartamento
132;Apartamento;Botafogo;1;0;0;35;1500.0;470.0;50.0;2020.0;42.86;57.71;Apartamento
134;Apartamento;Ipanema;3;3;1;220;22000.0;4000.0;1200.0;27200.0;100.0;123.64;Apartamento
135;Apartamento;Copacabana;3;0;0;100;3300.0;850.0;90.0;4240.0;33.0;42.4;Apartamento
136;Apartamento;Barra da Tijuca;3;1;2;93;2500.0;1100.0;0.0;3600.0;26.88;38.71;Apartamento
137;Apartamento;Engenho Novo;2;2;0;78;800.0;915.0;55.0;1770.0;10.26;22.69;Apartamento
138;Apartamento;Barra da Tijuca;2;1;1;85;2500.0;1573.0;197.0;4270.0;29.41;50.24;Apartamento
139;Apartamento;Leblon;2;1;1;115;7500.0;980.0;270.0;8750.0;65.22;76.09;Apartamento
140;Apartamento;Botafogo;2;1;1;70;3700.0;1133.0;147.0;4980.0;52.86;71.14;Apartamento
141;Apartamento;Freguesia (Jacarepaguá);2;1;1;95;1600.0;650.0;0.0;2250.0;16.84;23.68;Apartamento
142;Apartamento;Barra da Tijuca;4;4;4;392;30000.0;7000.0;3000.0;40000.0;76.53;102.04;Apartamento
143;Apartamento;Campo Grande;2;0;0;60;1200.0;570.0;0.0;1770.0;20.0;29.5;Apartamento
144;Apartamento;Flamengo;1;0;0;40;1900.0;430.0;54.0;2384.0;47.5;59.6;Apartamento
145;Apartamento;Engenho de Dentro;3;1;1;61;1400.0;498.0;0.0;1898.0;22.95;31.11;Apartamento
146;Apartamento;Copacabana;3;2;1;250;7000.0;1500.0;434.0;8934.0;28.0;35.74;Apartamento
147;Apartamento;Ipanema;3;2;1;200;15000.0;1500.0;572.0;17072.0;75.0;85.36;Apartamento
148;Apartamento;Copacabana;3;1;0;140;3700.0;1347.0;0.0;5047.0;26.43;36.05;Apartamento
149;Apartamento;Copacabana;2;0;0;50;2500.0;750.0;760.0;4010.0;50.0;80.2;Apartamento
150;Casa;Jardim Carioca;3;2;1;135;3000.0;0.0;0.0;3000.0;22.22;22.22;Casa
151;Apartamento;Tijuca;3;1;1;78;2500.0;730.0;178.0;3408.0;32.05;43.69;Apartamento
152;Quitinete;Centro;0;0;0;28;700.0;400.0;16.0;1116.0;25.0;39.86;Apartamento
153;Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;309.0;5559.0;53.33;74.12;Apartamento
154;Apartamento;Recreio dos Bandeirantes;3;2;1;102;1850.0;882.0;0.0;2732.0;18.14;26.78;Apartamento
155;Apartamento;Tijuca;1;0;0;65;1200.0;320.0;0.0;1520.0;18.46;23.38;Apartamento
156;Apartamento;Barra da Tijuca;2;1;0;60;1500.0;1266.0;233.0;2999.0;25.0;49.98;Apartamento
157;Apartamento;Copacabana;4;1;2;210;13000.0;2200.0;650.0;15850.0;61.9;75.48;Apartamento
158;Apartamento;Maracanã;3;2;3;158;2400.0;1265.0;0.0;3665.0;15.19;23.2;Apartamento
159;Apartamento;Barra da Tijuca;2;1;1;83;2000.0;1548.0;260.0;3808.0;24.1;45.88;Apartamento
160;Apartamento;Laranjeiras;5;2;1;400;9000.0;3000.0;0.0;12000.0;22.5;30.0;Apartamento
161;Apartamento;Barra da Tijuca;3;1;1;84;1900.0;1103.0;212.0;3215.0;22.62;38.27;Apartamento
162;Apartamento;Freguesia (Jacarepaguá);3;1;1;77;1600.0;850.0;165.0;2615.0;20.78;33.96;Apartamento
163;Apartamento;São Conrado;4;4;4;510;25000.0;6600.0;0.0;31600.0;49.02;61.96;Apartamento
164;Apartamento;Tijuca;3;0;0;75;1800.0;350.0;0.0;2150.0;24.0;28.67;Apartamento
165;Apartamento;Ipanema;3;1;1;126;5500.0;1400.0;2000.0;8900.0;43.65;70.63;Apartamento
166;Casa;Lins de Vasconcelos;2;0;0;40;950.0;0.0;50.0;1000.0;23.75;25.0;Casa
167;Apartamento;Leblon;4;2;2;250;17500.0;4990.0;620.0;23110.0;70.0;92.44;Apartamento
168;Apartamento;Copacabana;4;2;2;436;17000.0;3900.0;1000.0;21900.0;38.99;50.23;Apartamento
169;Apartamento;Freguesia (Jacarepaguá);3;3;2;173;3200.0;1800.0;0.0;5000.0;18.5;28.9;Apartamento
170;Apartamento;Tijuca;2;1;1;71;1500.0;600.0;0.0;2100.0;21.13;29.58;Apartamento
171;Apartamento;Barra da Tijuca;2;1;1;81;1900.0;1200.0;121.0;3221.0;23.46;39.77;Apartamento
172;Casa de Condomínio;Barra da Tijuca;4;2;4;595;30000.0;2500.0;2510.0;35010.0;50.42;58.84;Casa
173;Apartamento;Leblon;3;1;0;87;3800.0;970.0;273.0;5043.0;43.68;57.97;Apartamento
174;Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;267;6500.0;700.0;3308.0;10508.0;24.34;39.36;Casa
175;Apartamento;Laranjeiras;4;1;2;288;7000.0;1870.0;582.0;9452.0;24.31;32.82;Apartamento
176;Apartamento;Recreio dos Bandeirantes;1;1;1;102;1900.0;688.0;0.0;2588.0;18.63;25.37;Apartamento
177;Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0;5500.0;60.0;78.57;Apartamento
179;Apartamento;Pilares;3;0;0;65;1200.0;350.0;16.0;1566.0;18.46;24.09;Apartamento
180;Apartamento;Barra da Tijuca;3;3;2;169;6500.0;1886.0;450.0;8836.0;38.46;52.28;Apartamento
181;Quitinete;Copacabana;1;0;0;23;1000.0;562.0;0.0;1562.0;43.48;67.91;Apartamento
182;Apartamento;Laranjeiras;3;1;1;90;2400.0;1311.0;0.0;3711.0;26.67;41.23;Apartamento
183;Apartamento;Tijuca;2;0;0;50;1800.0;347.0;25.0;2172.0;36.0;43.44;Apartamento
185;Apartamento;Ipanema;3;1;1;140;6500.0;1800.0;506.0;8806.0;46.43;62.9;Apartamento
186;Apartamento;Campo Grande;2;0;0;60;800.0;380.0;0.0;1180.0;13.33;19.67;Apartamento
187;Apartamento;Ipanema;4;1;1;170;12000.0;1210.0;4222.0;17432.0;70.59;102.54;Apartamento
188;Casa;Tijuca;4;1;1;191;4000.0;300.0;0.0;4300.0;20.94;22.51;Casa
189;Apartamento;Centro;1;0;0;35;1350.0;420.0;24.0;1794.0;38.57;51.26;Apartamento
190;Apartamento;Tijuca;2;0;0;63;1400.0;440.0;61.0;1901.0;22.22;30.17;Apartamento
191;Casa de Condomínio;São Conrado;3;2;1;250;5500.0;750.0;500.0;6750.0;22.0;27.0;Casa
192;Apartamento;Copacabana;3;1;0;112;3800.0;1123.0;286.0;5209.0;33.93;46.51;Apartamento
194;Apartamento;Tijuca;3;1;0;129;1800.0;850.0;116.0;2766.0;13.95;21.44;Apartamento
195;Apartamento;Barra da Tijuca;4;3;3;160;8600.0;2300.0;250.0;11150.0;53.75;69.69;Apartamento
196;Apartamento;Recreio dos Bandeirantes;2;1;1;93;1400.0;1300.0;0.0;2700.0;15.05;29.03;Apartamento
197;Apartamento;Freguesia (Jacarepaguá);3;1;1;93;1800.0;650.0;95.0;2545.0;19.35;27.37;Apartamento
198;Apartamento;Barra da Tijuca;1;1;1;60;2200.0;1600.0;350.0;4150.0;36.67;69.17;Apartamento
199;Apartamento;Taquara;2;2;0;55;790.0;350.0;0.0;1140.0;14.36;20.73;Apartamento
200;Quitinete;Centro;1;0;0;33;990.0;463.0;25.0;1478.0;30.0;44.79;Apartamento
201;Apartamento;Copacabana;2;0;0;54;1800.0;590.0;0.0;2390.0;33.33;44.26;Apartamento
202;Apartamento;Catete;2;1;1;70;3300.0;1365.0;180.0;4845.0;47.14;69.21;Apartamento
203;Apartamento;Copacabana;5;1;3;390;10000.0;1000.0;1000.0;12000.0;25.64;30.77;Apartamento
204;Apartamento;Maracanã;2;1;0;53;1300.0;492.0;16.0;1808.0;24.53;34.11;Apartamento
206;Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;1379.0;28.57;39.4;Apartamento
207;Apartamento;Tijuca;3;1;0;164;3500.0;1310.0;257.0;5067.0;21.34;30.9;Apartamento
208;Apartamento;Jacarepaguá;2;1;1;60;1200.0;524.0;13.0;1737.0;20.0;28.95;Apartamento
209;Apartamento;Água Santa;2;1;0;50;850.0;280.0;12.0;1142.0;17.0;22.84;Apartamento
210;Apartamento;Botafogo;2;1;1;79;4315.0;1110.0;187.0;5612.0;54.62;71.04;Apartamento
211;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;615.0;3.0;2218.0;20.0;27.72;Apartamento
212;Apartamento;Tijuca;1;0;0;36;1300.0;295.0;24.0;1619.0;36.11;44.97;Apartamento
213;Apartamento;Jardim Oceânico;4;4;3;190;5700.0;1069.0;808.0;7577.0;30.0;39.88;Apartamento
214;Apartamento;Freguesia (Jacarepaguá);3;1;0;84;1500.0;900.0;0.0;2400.0;17.86;28.57;Apartamento
215;Apartamento;São Cristóvão;2;0;0;50;1000.0;600.0;0.0;1600.0;20.0;32.0;Apartamento
216;Quitinete;Copacabana;1;0;0;26;1400.0;370.0;21.0;1791.0;53.85;68.88;Apartamento
217;Casa de Condomínio;Barra da Tijuca;4;4;4;1000;30000.0;2695.0;23715.0;56410.0;30.0;56.41;Casa
218;Apartamento;Ilha do Governador;3;1;0;83;1500.0;440.0;132.0;2072.0;18.07;24.96;Apartamento
219;Apartamento;Olaria;2;0;0;90;1000.0;150.0;0.0;1150.0;11.11;12.78;Apartamento
220;Apartamento;Humaitá;1;0;0;57;3990.0;860.0;100.0;4950.0;70.0;86.84;Apartamento
221;Apartamento;Maracanã;3;1;0;95;2500.0;600.0;80.0;3180.0;26.32;33.47;Apartamento
222;Casa de Vila;Jardim Sulacap;2;1;2;115;1600.0;1.0;60.0;1661.0;13.91;14.44;Casa
223;Apartamento;Leblon;4;2;2;200;11000.0;2900.0;580.0;14480.0;55.0;72.4;Apartamento
224;Apartamento;Barra da Tijuca;2;1;1;63;1900.0;824.0;0.0;2724.0;30.16;43.24;Apartamento
225;Apartamento;Gávea;2;1;1;100;3900.0;1300.0;320.0;5520.0;39.0;55.2;Apartamento
226;Apartamento;Ipanema;3;2;1;165;7500.0;2200.0;532.0;10232.0;45.45;62.01;Apartamento
227;Apartamento;Ipanema;3;2;2;160;6000.0;3500.0;4600.0;14100.0;37.5;88.12;Apartamento
228;Apartamento;Flamengo;1;1;0;48;2100.0;580.0;70.0;2750.0;43.75;57.29;Apartamento
229;Apartamento;Leblon;2;1;1;87;4800.0;1300.0;361.0;6461.0;55.17;74.26;Apartamento
230;Casa de Vila;Oswaldo Cruz;1;0;1;40;800.0;0.0;0.0;800.0;20.0;20.0;Casa
231;Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1400.0;1500.0;5400.0;23.81;51.43;Apartamento
232;Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;163;1800.0;92.0;46.0;1938.0;11.04;11.89;Casa
233;Quitinete;Copacabana;1;0;0;30;1300.0;370.0;30.0;1700.0;43.33;56.67;Apartamento
234;Apartamento;Barra da Tijuca;3;1;1;80;3500.0;1410.0;270.0;5180.0;43.75;64.75;Apartamento
235;Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;0.0;6400.0;50.0;62.75;Apartamento
236;Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;3818.0;22.5;31.82;Apartamento
237;Apartamento;Humaitá;2;2;1;112;4500.0;1300.0;0.0;5800.0;40.18;51.79;Apartamento
238;Apartamento;Vila da Penha;2;0;0;60;900.0;160.0;25.0;1085.0;15.0;18.08;Apartamento
239;Apartamento;Lagoa;1;1;0;75;2800.0;800.0;210.0;3810.0;37.33;50.8;Apartamento
240;Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;9563.0;56.0;76.5;Apartamento
241;Apartamento;Engenho Novo;2;0;0;53;1400.0;460.0;12.0;1872.0;26.42;35.32;Apartamento
242;Apartamento;Recreio dos Bandeirantes;3;3;1;132;2800.0;879.0;0.0;3679.0;21.21;27.87;Apartamento
243;Apartamento;Barra da Tijuca;2;2;1;86;3500.0;1307.0;0.0;4807.0;40.7;55.9;Apartamento
244;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1700.0;690.0;150.0;2540.0;21.25;31.75;Apartamento
245;Apartamento;Recreio dos Bandeirantes;4;2;2;200;3600.0;1177.0;320.0;5097.0;18.0;25.48;Apartamento
246;Apartamento;Barra da Tijuca;2;1;1;77;2500.0;830.0;156.0;3486.0;32.47;45.27;Apartamento
247;Apartamento;Engenho Novo;1;1;0;63;700.0;625.0;36.0;1361.0;11.11;21.6;Apartamento
248;Casa;Grajaú;5;4;2;450;7000.0;0.0;500.0;7500.0;15.56;16.67;Casa
249;Apartamento;Barra da Tijuca;4;2;2;149;4500.0;2130.0;0.0;6630.0;30.2;44.5;Apartamento
250;Apartamento;Recreio dos Bandeirantes;3;2;2;106;2500.0;780.0;248.0;3528.0;23.58;33.28;Apartamento
251;Apartamento;Anil;2;1;0;48;1100.0;400.0;0.0;1500.0;22.92;31.25;Apartamento
252;Apartamento;Ipanema;4;1;2;250;12000.0;2300.0;1050.0;15350.0;48.0;61.4;Apartamento
253;Apartamento;Gávea;2;1;1;68;2700.0;850.0;186.0;3736.0;39.71;54.94;Apartamento
254;Apartamento;Barra da Tijuca;2;1;1;75;1400.0;1280.0;0.0;2680.0;18.67;35.73;Apartamento
255;Apartamento;Ipanema;2;1;1;97;7000.0;4000.0;4725.0;15725.0;72.16;162.11;Apartamento
256;Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618.0;338.0;2656.0;18.89;29.51;Casa
